vital_year,hsu_id,hsu_name_fr,hsu_name_ar,region_macro,pop_estimated_total,births_muslim,births_jewish,births_french,births_italian,births_other_european,births_total,deaths_muslim,deaths_jewish,deaths_french,deaths_italian,deaths_other_european,deaths_total,infant_deaths_under1,marriages_recorded,crude_birth_rate_per_1000,crude_death_rate_per_1000,infant_mortality_rate_per_1000,rate_of_natural_increase_pct
1931,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,96361,3515,39,31,34,3,3622,2035,18,15,17,2,2087,588,723,37.59,21.66,162.3,1.59
1931,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,68117,2456,21,31,39,4,2551,1422,10,15,19,2,1468,412,511,37.45,21.55,161.5,1.59
1931,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,6646,205,1,20,10,2,238,119,0,10,5,1,135,36,50,35.81,20.31,151.3,1.55
1931,HSU_KAIROUAN,Kairouan,القيروان,Center-West,86393,3458,30,43,34,4,3569,2141,14,21,16,2,2194,579,648,41.31,25.4,162.2,1.59
1931,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,46519,1757,2,3,3,0,1765,1017,1,1,1,0,1020,291,349,37.94,21.93,164.9,1.6
1931,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,44858,1811,5,23,17,2,1858,1121,2,11,8,1,1143,302,336,41.42,25.48,162.5,1.59
1931,HSU_THALA,Thala,تالة,Center-West,46519,1897,5,18,12,1,1933,1174,2,9,6,1,1192,316,349,41.55,25.62,163.5,1.59
1931,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,36551,1510,1,8,5,1,1525,935,1,4,3,0,943,250,274,41.72,25.8,163.9,1.59
1931,HSU_KASSERINE,Kasserine,القصرين,Center-West,29905,1242,1,5,3,0,1251,769,0,2,1,0,772,206,224,41.83,25.82,164.7,1.6
1931,HSU_SFAX,Sfax,صفاقس,South,119621,4374,107,144,153,18,4796,2708,50,69,73,9,2909,753,897,40.09,24.32,157.0,1.58
1931,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,43196,1792,3,5,6,1,1807,1109,1,2,3,0,1115,297,324,41.83,25.81,164.4,1.6
1931,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,36551,1349,4,11,12,1,1377,781,2,5,6,1,795,225,274,37.67,21.75,163.4,1.59
1931,HSU_KERKENNAH,Kerkennah,قرقنة,South,13291,555,0,1,1,0,557,343,0,0,0,0,343,92,100,41.91,25.81,165.2,1.61
1931,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,64794,2402,41,75,81,9,2608,1487,19,36,39,4,1585,412,486,40.25,24.46,158.0,1.58
1931,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,46519,1859,30,18,14,2,1923,1150,14,9,7,1,1181,312,349,41.34,25.39,162.2,1.6
1931,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,33228,1383,1,4,3,0,1391,856,0,2,1,0,859,229,249,41.86,25.85,164.6,1.6
1931,HSU_GABES,Gabès Littoral,قابس,South,54826,2074,52,52,42,5,2225,1284,24,25,20,3,1356,354,411,40.58,24.73,159.1,1.59
1931,HSU_DJERBA,Djerba,جربة,South,51503,1859,178,20,22,2,2081,1151,83,9,11,1,1255,323,386,40.41,24.37,155.2,1.6
1931,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,79747,3237,35,22,17,2,3313,2004,16,10,8,1,2039,540,598,41.54,25.57,163.0,1.6
1931,HSU_TATAOUINE,Tataouine,تطاوين,South,33228,1370,11,4,2,0,1387,848,5,2,1,0,856,227,249,41.74,25.76,163.7,1.6
1931,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,44858,1871,5,3,2,0,1881,1158,2,1,1,0,1162,309,336,41.93,25.9,164.3,1.6
1931,HSU_MATMATA,Matmata,مطماطة,South,16614,695,1,1,0,0,697,430,0,0,0,0,430,115,125,41.95,25.88,165.0,1.61
1936,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,269640,5365,786,1238,1281,180,8850,3106,368,594,617,90,4775,1147,2022,32.82,17.71,129.6,1.51
1936,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,98867,2784,57,312,271,34,3458,1612,27,150,130,17,1936,510,742,34.98,19.58,147.5,1.54
1936,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,46737,1625,15,46,40,5,1731,941,7,22,19,2,991,276,351,37.04,21.2,159.4,1.58
1936,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,41345,1402,18,44,53,5,1522,812,8,21,25,3,869,240,310,36.81,21.02,157.7,1.58
1936,HSU_BEJA,Béja,باجة,North-West,77297,2949,37,87,58,8,3139,1826,17,42,28,4,1917,501,580,40.61,24.8,159.6,1.58
1936,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,50333,1902,18,64,46,6,2036,1178,9,31,22,3,1243,324,377,40.45,24.7,159.1,1.58
1936,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,32357,1335,1,8,5,1,1350,826,1,4,2,0,833,221,243,41.72,25.74,163.7,1.6
1936,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,64713,2520,18,62,39,5,2644,1560,9,30,19,3,1621,425,485,40.86,25.05,160.7,1.58
1936,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,44940,1820,3,24,12,2,1861,1127,1,12,6,1,1147,303,337,41.41,25.52,162.8,1.59
1936,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,32357,1269,4,35,15,2,1325,785,2,17,7,1,812,214,243,40.95,25.1,161.5,1.59
1936,HSU_TABARKA,Tabarka,طبرقة,North-West,28761,1102,6,31,26,3,1168,682,3,15,13,2,715,187,216,40.61,24.86,160.1,1.58
1936,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,32357,1326,2,10,7,1,1346,821,1,5,4,0,831,220,243,41.6,25.68,163.4,1.59
1936,HSU_LE_KEF,Le Kef,الكاف,North-West,64714,2522,27,54,40,5,2648,1561,12,26,19,2,1620,426,485,40.92,25.03,160.9,1.59
1936,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,43142,1758,3,16,13,2,1792,1088,1,8,6,1,1104,293,324,41.54,25.59,163.5,1.59
1936,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,41345,1651,11,22,20,2,1706,1022,5,11,9,1,1048,277,310,41.26,25.35,162.4,1.59
1936,HSU_SERS,Le Sers,السرس,North-West,32357,1326,2,11,7,1,1347,821,1,5,3,0,830,220,243,41.63,25.65,163.3,1.6
1936,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,50333,1665,14,59,94,7,1839,964,6,28,45,3,1046,288,377,36.54,20.78,156.6,1.58
1936,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,70106,2371,82,61,67,6,2587,1373,39,29,32,3,1476,407,526,36.9,21.05,157.3,1.58
1936,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,41345,1451,8,29,42,4,1534,840,4,14,20,2,880,246,310,37.1,21.28,160.4,1.58
1936,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,68308,2465,20,30,40,4,2559,1427,10,14,19,2,1472,414,512,37.46,21.55,161.8,1.59
1936,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,44940,1586,8,40,33,4,1671,918,4,19,16,2,959,268,337,37.18,21.34,160.4,1.58
1936,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,142011,4645,118,178,213,28,5182,2689,55,85,103,14,2946,807,1065,36.49,20.74,155.7,1.57
1936,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,104261,3788,47,36,40,4,3915,2193,22,18,19,2,2254,635,782,37.55,21.62,162.2,1.59
1936,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,73702,2645,25,36,45,5,2756,1531,12,17,22,2,1584,445,553,37.39,21.49,161.5,1.59
1936,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,7190,217,1,23,12,2,255,126,1,11,6,1,145,39,54,35.47,20.17,152.9,1.53
1936,HSU_KAIROUAN,Kairouan,القيروان,Center-West,93475,3725,35,50,40,5,3855,2306,17,24,19,2,2368,624,701,41.24,25.33,161.9,1.59
1936,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,50333,1900,2,4,3,0,1909,1100,1,2,2,0,1105,314,377,37.93,21.95,164.5,1.6
1936,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,48535,1952,6,27,20,2,2007,1209,3,13,9,1,1235,326,364,41.35,25.45,162.4,1.59
1936,HSU_THALA,Thala,تالة,Center-West,50333,2047,6,21,14,2,2090,1267,3,10,7,1,1288,341,377,41.52,25.59,163.2,1.59
1936,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,39547,1631,1,10,6,1,1649,1010,1,5,3,0,1019,270,297,41.7,25.77,163.7,1.59
1936,HSU_KASSERINE,Kasserine,القصرين,Center-West,32357,1342,1,5,3,0,1351,831,1,3,2,0,837,222,243,41.75,25.87,164.3,1.59
1936,HSU_SFAX,Sfax,صفاقس,South,129427,4669,127,170,180,22,5168,2890,60,82,86,11,3129,808,971,39.93,24.18,156.3,1.58
1936,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,46738,1937,3,6,7,1,1954,1199,2,3,3,0,1207,321,351,41.81,25.82,164.3,1.6
1936,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,39547,1456,5,12,14,1,1488,843,2,6,7,1,859,243,297,37.63,21.72,163.3,1.59
1936,HSU_KERKENNAH,Kerkennah,قرقنة,South,14381,600,1,1,1,0,603,371,0,0,1,0,372,99,108,41.93,25.87,164.2,1.61
1936,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,70107,2567,48,89,95,10,2809,1589,23,43,46,5,1706,442,526,40.07,24.33,157.4,1.57
1936,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,50333,2001,36,21,17,2,2077,1239,17,10,8,1,1275,336,377,41.27,25.33,161.8,1.59
1936,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,35952,1495,1,4,3,0,1503,925,1,2,2,0,930,247,270,41.81,25.87,164.3,1.59
1936,HSU_GABES,Gabès Littoral,قابس,South,59321,2222,61,61,49,6,2399,1375,29,29,24,3,1460,380,445,40.44,24.61,158.4,1.58
1936,HSU_DJERBA,Djerba,جربة,South,55726,1979,212,23,26,2,2242,1225,99,11,13,1,1349,346,418,40.23,24.21,154.3,1.6
1936,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,86285,3491,42,26,20,2,3581,2161,20,12,10,1,2204,583,647,41.5,25.54,162.8,1.6
1936,HSU_TATAOUINE,Tataouine,تطاوين,South,35952,1480,13,5,3,0,1501,916,6,2,1,0,925,246,270,41.75,25.73,163.9,1.6
1936,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,48535,2023,6,3,2,0,2034,1252,3,1,1,0,1257,335,364,41.91,25.9,164.7,1.6
1936,HSU_MATMATA,Matmata,مطماطة,South,17976,752,1,1,1,0,755,465,0,0,0,0,465,124,135,42.0,25.87,164.2,1.61
1941,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,289863,5767,845,1331,1377,194,9514,4508,535,862,895,131,6931,1566,2174,32.82,23.91,164.6,0.89
1941,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,106282,2993,61,336,291,37,3718,2339,39,217,189,25,2809,721,797,34.98,26.43,193.9,0.86
1941,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,50242,1747,16,50,43,5,1861,1366,10,32,28,3,1439,398,377,37.04,28.64,213.9,0.84
1941,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,44446,1507,19,47,56,5,1634,1178,12,30,37,4,1261,345,333,36.76,28.37,211.1,0.84
1941,HSU_BEJA,Béja,باجة,North-West,83094,3170,40,93,63,8,3374,2649,25,60,41,6,2781,721,623,40.6,33.47,213.7,0.71
1941,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,54109,2045,20,68,49,6,2188,1709,12,44,32,4,1801,466,406,40.44,33.28,213.0,0.72
1941,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,34784,1435,1,9,5,1,1451,1199,1,6,4,1,1211,321,261,41.71,34.81,221.2,0.69
1941,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,69566,2709,20,67,42,6,2844,2264,12,43,28,4,2351,614,522,40.88,33.8,215.9,0.71
1941,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,48311,1957,3,26,13,2,2001,1635,2,17,8,1,1663,439,362,41.42,34.42,219.4,0.7
1941,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,34784,1364,4,38,16,2,1424,1140,2,24,10,2,1178,308,261,40.94,33.87,216.3,0.71
1941,HSU_TABARKA,Tabarka,طبرقة,North-West,30918,1184,6,34,28,4,1256,990,4,22,18,3,1037,269,232,40.62,33.54,214.2,0.71
1941,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,34783,1425,2,11,8,1,1447,1191,2,7,5,1,1206,319,261,41.6,34.67,220.5,0.69
1941,HSU_LE_KEF,Le Kef,الكاف,North-West,69567,2711,29,58,43,5,2846,2266,18,38,28,4,2354,614,522,40.91,33.84,215.7,0.71
1941,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,46377,1890,3,18,14,2,1927,1579,2,11,9,1,1602,424,348,41.55,34.54,220.0,0.7
1941,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,44445,1775,12,24,21,2,1834,1483,7,15,14,2,1521,400,333,41.26,34.22,218.1,0.7
1941,HSU_SERS,Le Sers,السرس,North-West,34784,1425,2,12,7,1,1447,1191,2,8,5,1,1207,319,261,41.6,34.7,220.5,0.69
1941,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,54109,1790,15,63,101,7,1976,1399,9,41,65,5,1519,413,406,36.52,28.07,209.0,0.84
1941,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,75364,2549,88,66,72,6,2781,1992,56,42,47,4,2141,585,565,36.9,28.41,210.4,0.85
1941,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,44446,1560,9,32,46,4,1651,1219,6,20,30,3,1278,354,333,37.15,28.75,214.4,0.84
1941,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,73431,2650,22,32,42,4,2750,2071,14,21,28,3,2137,598,551,37.45,29.1,217.5,0.83
1941,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,48310,1705,9,43,35,4,1796,1333,5,28,23,3,1392,387,362,37.18,28.81,215.5,0.84
1941,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,152661,4993,127,191,229,30,5570,3902,80,124,149,20,4275,1155,1145,36.49,28.0,207.4,0.85
1941,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,112080,4072,50,39,43,4,4208,3183,32,25,28,3,3271,917,841,37.54,29.18,217.9,0.84
1941,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,79230,2843,27,39,49,5,2963,2222,17,25,32,3,2299,642,594,37.4,29.02,216.7,0.84
1941,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,7728,233,1,25,13,2,274,182,1,16,8,1,208,55,58,35.46,26.92,200.7,0.85
1941,HSU_KAIROUAN,Kairouan,القيروان,Center-West,100485,4005,38,54,43,5,4145,3347,24,35,28,3,3437,903,754,41.25,34.2,217.9,0.7
1941,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,54107,2042,2,4,4,0,2052,1596,1,2,2,0,1601,456,406,37.92,29.59,222.2,0.83
1941,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,52175,2099,6,29,21,2,2157,1754,4,19,14,2,1793,472,391,41.34,34.37,218.8,0.7
1941,HSU_THALA,Thala,تالة,Center-West,54109,2200,6,22,15,2,2245,1839,4,15,10,1,1869,493,406,41.49,34.54,219.6,0.69
1941,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,42512,1754,2,11,7,1,1775,1466,1,7,4,1,1479,392,319,41.75,34.79,220.8,0.7
1941,HSU_KASSERINE,Kasserine,القصرين,Center-West,34783,1443,1,6,4,0,1454,1206,1,4,2,0,1213,322,261,41.8,34.87,221.5,0.69
1941,HSU_SFAX,Sfax,صفاقس,South,139135,5019,137,183,193,23,5555,4195,87,118,126,16,4542,1158,1044,39.93,32.64,208.5,0.73
1941,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,50245,2082,4,6,8,1,2101,1740,2,4,5,0,1751,465,377,41.82,34.85,221.3,0.7
1941,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,42514,1565,5,13,15,1,1599,1223,3,9,10,1,1246,351,319,37.61,29.31,219.5,0.83
1941,HSU_KERKENNAH,Kerkennah,قرقنة,South,15458,645,1,1,1,0,648,539,0,1,1,0,541,144,116,41.92,35.0,222.2,0.69
1941,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,75366,2760,52,95,102,11,3020,2307,33,62,66,7,2475,634,565,40.07,32.84,209.9,0.72
1941,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,54109,2151,39,23,18,2,2233,1798,25,15,12,1,1851,485,406,41.27,34.21,217.2,0.71
1941,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,38648,1607,1,5,4,0,1617,1343,1,3,2,0,1349,359,290,41.84,34.9,222.0,0.69
1941,HSU_GABES,Gabès Littoral,قابس,South,63771,2388,66,66,53,7,2580,1996,42,43,34,4,2119,546,478,40.46,33.23,211.6,0.72
1941,HSU_DJERBA,Djerba,جربة,South,59905,2128,228,25,28,2,2411,1778,144,16,18,2,1958,495,449,40.25,32.69,205.3,0.76
1941,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,92757,3753,45,28,22,3,3851,3136,28,18,14,2,3198,843,696,41.52,34.48,218.9,0.7
1941,HSU_TATAOUINE,Tataouine,تطاوين,South,38649,1591,14,6,3,0,1614,1330,9,4,2,0,1345,356,290,41.76,34.8,220.6,0.7
1941,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,52175,2175,6,3,2,0,2186,1817,4,2,1,0,1824,485,391,41.9,34.96,221.9,0.69
1941,HSU_MATMATA,Matmata,مطماطة,South,19325,808,1,1,1,0,811,675,0,1,0,0,676,180,145,41.97,34.98,221.9,0.7
1946,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,334007,6412,974,1606,1663,235,10890,3712,456,771,801,117,5857,1394,2505,32.6,17.54,128.0,1.51
1946,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,122469,3388,71,408,353,45,4265,1961,33,196,170,22,2382,625,919,34.83,19.45,146.5,1.54
1946,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,57895,2020,18,54,48,5,2145,1169,8,26,23,3,1229,343,434,37.05,21.23,159.9,1.58
1946,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,51214,1749,22,51,61,6,1889,1012,10,24,29,3,1078,299,384,36.88,21.05,158.3,1.58
1946,HSU_BEJA,Béja,باجة,North-West,95749,3656,46,105,72,9,3888,2263,21,51,35,5,2375,621,718,40.61,24.8,159.7,1.58
1946,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,62348,2365,23,75,55,7,2525,1464,11,36,27,3,1541,402,468,40.5,24.72,159.2,1.58
1946,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,40081,1658,1,9,5,1,1674,1026,1,4,3,0,1034,275,301,41.77,25.8,164.3,1.6
1946,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,80162,3128,23,74,48,6,3279,1937,11,36,23,3,2010,527,601,40.9,25.07,160.7,1.58
1946,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,55668,2266,4,26,13,2,2311,1403,2,12,6,1,1424,377,418,41.51,25.58,163.1,1.59
1946,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,40080,1572,4,43,18,3,1640,973,2,21,9,1,1006,264,301,40.92,25.1,161.0,1.58
1946,HSU_TABARKA,Tabarka,طبرقة,North-West,35627,1366,7,38,32,4,1447,846,3,18,16,2,885,231,267,40.62,24.84,159.6,1.58
1946,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,40081,1648,3,11,8,1,1671,1020,1,5,4,0,1030,274,301,41.69,25.7,164.0,1.6
1946,HSU_LE_KEF,Le Kef,الكاف,North-West,80161,3125,33,67,49,6,3280,1934,15,32,24,3,2008,527,601,40.92,25.05,160.7,1.59
1946,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,53441,2186,4,17,14,2,2223,1353,2,8,7,1,1371,363,401,41.6,25.65,163.3,1.59
1946,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,51214,2048,13,26,23,3,2113,1268,6,13,11,1,1299,343,384,41.26,25.36,162.3,1.59
1946,HSU_SERS,Le Sers,السرس,North-West,40081,1648,3,11,7,1,1670,1020,1,5,3,0,1029,274,301,41.67,25.67,164.1,1.6
1946,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,62348,2084,17,68,107,8,2284,1206,8,33,52,4,1303,359,468,36.63,20.9,157.2,1.57
1946,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,86842,2938,102,75,82,7,3204,1701,48,36,40,4,1829,505,651,36.89,21.06,157.6,1.58
1946,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,51214,1809,10,34,48,4,1905,1047,5,16,23,2,1093,306,384,37.2,21.34,160.6,1.59
1946,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,84615,3057,25,36,48,4,3170,1770,12,17,23,2,1824,513,635,37.46,21.56,161.8,1.59
1946,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,55668,1973,10,46,38,5,2072,1142,5,22,18,2,1189,333,418,37.22,21.36,160.7,1.59
1946,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,175910,5732,146,227,271,36,6412,3318,68,109,130,18,3643,997,1319,36.45,20.71,155.5,1.57
1946,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,129149,4695,58,45,49,5,4852,2718,27,21,24,2,2792,786,969,37.57,21.62,162.0,1.6
1946,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,91295,3280,31,44,55,6,3416,1899,15,21,26,3,1964,551,685,37.42,21.51,161.3,1.59
1946,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,8907,265,2,31,15,2,315,153,1,15,7,1,177,47,67,35.37,19.87,149.2,1.55
1946,HSU_KAIROUAN,Kairouan,القيروان,Center-West,115788,4611,44,64,50,6,4775,2854,21,31,24,3,2933,773,868,41.24,25.33,161.9,1.59
1946,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,62348,2355,2,4,4,0,2365,1364,1,2,2,0,1369,389,468,37.93,21.96,164.5,1.6
1946,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,60121,2423,7,31,23,3,2487,1500,3,15,11,1,1530,405,451,41.37,25.45,162.8,1.59
1946,HSU_THALA,Thala,تالة,Center-West,62347,2537,7,25,17,2,2588,1571,3,12,8,1,1595,422,468,41.51,25.58,163.1,1.59
1946,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,48988,2026,2,10,7,1,2046,1254,1,5,3,0,1263,336,367,41.77,25.78,164.2,1.6
1946,HSU_KASSERINE,Kasserine,القصرين,Center-West,40081,1666,1,6,4,0,1677,1031,1,3,2,0,1037,276,301,41.84,25.87,164.6,1.6
1946,HSU_SFAX,Sfax,صفاقس,South,160323,5758,158,218,230,28,6392,3565,74,105,111,14,3869,998,1202,39.87,24.13,156.1,1.57
1946,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,57894,2403,4,6,7,1,2421,1488,2,3,4,0,1497,398,434,41.82,25.86,164.4,1.6
1946,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,48987,1806,6,15,17,1,1845,1046,3,7,8,1,1065,301,367,37.66,21.74,163.1,1.59
1946,HSU_KERKENNAH,Kerkennah,قرقنة,South,17814,744,1,1,1,0,747,460,0,0,1,0,461,123,134,41.93,25.88,164.7,1.61
1946,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,86842,3165,60,114,122,13,3474,1959,28,55,59,7,2108,545,651,40.0,24.27,156.9,1.57
1946,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,62349,2478,45,27,21,3,2574,1534,21,13,10,1,1579,416,468,41.28,25.33,161.6,1.6
1946,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,44534,1854,2,5,4,0,1865,1148,1,2,2,0,1153,307,334,41.88,25.89,164.6,1.6
1946,HSU_GABES,Gabès Littoral,قابس,South,73482,2748,76,77,62,8,2971,1701,36,37,30,4,1808,470,551,40.43,24.6,158.2,1.58
1946,HSU_DJERBA,Djerba,جربة,South,69028,2454,263,28,32,3,2780,1519,123,14,15,1,1672,429,518,40.27,24.22,154.3,1.61
1946,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,106882,4322,52,33,26,3,4436,2675,24,16,12,2,2729,722,802,41.5,25.53,162.8,1.6
1946,HSU_TATAOUINE,Tataouine,تطاوين,South,44534,1836,16,6,3,0,1861,1136,7,3,1,0,1147,305,334,41.79,25.76,163.9,1.6
1946,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,60121,2507,7,3,2,0,2519,1552,3,2,1,0,1558,415,451,41.9,25.91,164.7,1.6
1946,HSU_MATMATA,Matmata,مطماطة,South,22267,932,1,1,1,0,935,577,0,0,0,0,577,154,167,41.99,25.91,164.7,1.61
1951,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,359058,6893,1047,1726,1788,252,11706,3991,491,829,861,126,6298,1498,2693,32.6,17.54,128.0,1.51
1951,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,131654,3642,76,439,379,48,4584,2108,36,211,183,24,2562,672,987,34.82,19.46,146.6,1.54
