cheikhat_id,name_fr,name_ar,parent_caidat,parent_controle_civil,hsu_id,region_macro,lat,lon,sga_50k_sheet,fiscal_status
CH_0106,Cheikhat El Ksar Boussalem,مشيخة القصر ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6211,8.9494,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0107,Cheikhat Zaouia Boussalem,مشيخة الزاوية ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.5811,9.0094,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0108,Cheikhat Henchir El Bey Boussalem,مشيخة هنشير الباي ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6511,9.0394,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0109,Cheikhat Centre Aïn Draham,مشيخة المركز عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.78,8.69,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0110,Cheikhat Nord Aïn Draham,مشيخة الشمال عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.83,8.71,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0111,Cheikhat Sud Aïn Draham,مشيخة الجنوب عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.73,8.67,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0112,Cheikhat Est Aïn Draham,مشيخة الشرق عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.8,8.75,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0113,Cheikhat Ouest Aïn Draham,مشيخة الغرب عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.76,8.63,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0114,Cheikhat Oulad Mansour Aïn Draham,مشيخة أولاد منصور عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.85,8.65,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0115,Cheikhat Oulad Ali Aïn Draham,مشيخة أولاد علي عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.72,8.74,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0116,Cheikhat Oulad Salem Aïn Draham,مشيخة أولاد سالم عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.81,8.61,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0117,Cheikhat Beni Zid Aïn Draham,مشيخة بني زيد عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.7,8.72,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0118,Cheikhat El Ksar Aïn Draham,مشيخة القصر عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.79,8.67,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0119,Cheikhat Zaouia Aïn Draham,مشيخة الزاوية عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.75,8.73,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0120,Cheikhat Henchir El Bey Aïn Draham,مشيخة هنشير الباي عين دراهم,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_AIN_DRAHAM,North-West,36.82,8.76,Feuille Aïn Draham (SGA No. 411),Soumis au Kanoun et à l'Achour
CH_0121,Cheikhat Centre Tabarka,مشيخة المركز طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9544,8.7581,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0122,Cheikhat Nord Tabarka,مشيخة الشمال طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,37.0044,8.7781,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0123,Cheikhat Sud Tabarka,مشيخة الجنوب طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9044,8.7381,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0124,Cheikhat Est Tabarka,مشيخة الشرق طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9744,8.8181,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0125,Cheikhat Ouest Tabarka,مشيخة الغرب طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9344,8.6981,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0126,Cheikhat Oulad Mansour Tabarka,مشيخة أولاد منصور طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,37.0244,8.7181,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0127,Cheikhat Oulad Ali Tabarka,مشيخة أولاد علي طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.8944,8.8081,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0128,Cheikhat Oulad Salem Tabarka,مشيخة أولاد سالم طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9844,8.6781,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0129,Cheikhat Beni Zid Tabarka,مشيخة بني زيد طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.8744,8.7881,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0130,Cheikhat El Ksar Tabarka,مشيخة القصر طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9644,8.7381,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0131,Cheikhat Zaouia Tabarka,مشيخة الزاوية طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9244,8.7981,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0132,Cheikhat Henchir El Bey Tabarka,مشيخة هنشير الباي طبرقة,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_TABARKA,North-West,36.9944,8.8281,Feuille Tabarka (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0133,Cheikhat Centre Ghardimaou,مشيخة المركز غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.45,8.44,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0134,Cheikhat Nord Ghardimaou,مشيخة الشمال غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.5,8.46,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0135,Cheikhat Sud Ghardimaou,مشيخة الجنوب غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.4,8.42,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0136,Cheikhat Est Ghardimaou,مشيخة الشرق غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.47,8.5,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0137,Cheikhat Ouest Ghardimaou,مشيخة الغرب غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.43,8.38,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0138,Cheikhat Oulad Mansour Ghardimaou,مشيخة أولاد منصور غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.52,8.4,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0139,Cheikhat Oulad Ali Ghardimaou,مشيخة أولاد علي غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.39,8.49,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0140,Cheikhat Oulad Salem Ghardimaou,مشيخة أولاد سالم غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.48,8.36,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0141,Cheikhat Beni Zid Ghardimaou,مشيخة بني زيد غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.37,8.47,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0142,Cheikhat El Ksar Ghardimaou,مشيخة القصر غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.46,8.42,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0143,Cheikhat Zaouia Ghardimaou,مشيخة الزاوية غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.42,8.48,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0144,Cheikhat Henchir El Bey Ghardimaou,مشيخة هنشير الباي غار الدماء,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_GHARDIMAOU,North-West,36.49,8.51,Feuille Ghardimaou (SGA No. 406),Soumis au Kanoun et à l'Achour
CH_0145,Cheikhat Centre Le Kef,مشيخة المركز الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1742,8.7047,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0146,Cheikhat Nord Le Kef,مشيخة الشمال الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.2242,8.7247,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0147,Cheikhat Sud Le Kef,مشيخة الجنوب الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1242,8.6847,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0148,Cheikhat Est Le Kef,مشيخة الشرق الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1942,8.7647,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0149,Cheikhat Ouest Le Kef,مشيخة الغرب الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1542,8.6447,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0150,Cheikhat Oulad Mansour Le Kef,مشيخة أولاد منصور الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.2442,8.6647,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0151,Cheikhat Oulad Ali Le Kef,مشيخة أولاد علي الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1142,8.7547,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0152,Cheikhat Oulad Salem Le Kef,مشيخة أولاد سالم الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.2042,8.6247,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0153,Cheikhat Beni Zid Le Kef,مشيخة بني زيد الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.0942,8.7347,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0154,Cheikhat El Ksar Le Kef,مشيخة القصر الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1842,8.6847,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0155,Cheikhat Zaouia Le Kef,مشيخة الزاوية الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.1442,8.7447,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0156,Cheikhat Henchir El Bey Le Kef,مشيخة هنشير الباي الكاف,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_LE_KEF,North-West,36.2142,8.7747,Feuille Le Kef (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0157,Cheikhat Centre Dahmani,مشيخة المركز الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.94,8.83,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0158,Cheikhat Nord Dahmani,مشيخة الشمال الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.99,8.85,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0159,Cheikhat Sud Dahmani,مشيخة الجنوب الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.89,8.81,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0160,Cheikhat Est Dahmani,مشيخة الشرق الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.96,8.89,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0161,Cheikhat Ouest Dahmani,مشيخة الغرب الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.92,8.77,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0162,Cheikhat Oulad Mansour Dahmani,مشيخة أولاد منصور الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,36.01,8.79,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0163,Cheikhat Oulad Ali Dahmani,مشيخة أولاد علي الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.88,8.88,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0164,Cheikhat Oulad Salem Dahmani,مشيخة أولاد سالم الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.97,8.75,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0165,Cheikhat Beni Zid Dahmani,مشيخة بني زيد الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.86,8.86,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0166,Cheikhat El Ksar Dahmani,مشيخة القصر الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.95,8.81,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0167,Cheikhat Zaouia Dahmani,مشيخة الزاوية الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.91,8.87,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0168,Cheikhat Henchir El Bey Dahmani,مشيخة هنشير الباي الدهماني,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_DAHMANI,North-West,35.98,8.9,Feuille Dahmani (SGA No. 403),Soumis au Kanoun et à l'Achour
CH_0169,Cheikhat Centre Téboursouk,مشيخة المركز تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.46,9.25,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0170,Cheikhat Nord Téboursouk,مشيخة الشمال تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.51,9.27,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0171,Cheikhat Sud Téboursouk,مشيخة الجنوب تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.41,9.23,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0172,Cheikhat Est Téboursouk,مشيخة الشرق تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.48,9.31,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0173,Cheikhat Ouest Téboursouk,مشيخة الغرب تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.44,9.19,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0174,Cheikhat Oulad Mansour Téboursouk,مشيخة أولاد منصور تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.53,9.21,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0175,Cheikhat Oulad Ali Téboursouk,مشيخة أولاد علي تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.4,9.3,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0176,Cheikhat Oulad Salem Téboursouk,مشيخة أولاد سالم تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.49,9.17,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0177,Cheikhat Beni Zid Téboursouk,مشيخة بني زيد تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.38,9.28,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0178,Cheikhat El Ksar Téboursouk,مشيخة القصر تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.47,9.23,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0179,Cheikhat Zaouia Téboursouk,مشيخة الزاوية تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.43,9.29,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0180,Cheikhat Henchir El Bey Téboursouk,مشيخة هنشير الباي تبرسق,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_TEBOURSOUK,North-West,36.5,9.32,Feuille Téboursouk (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0181,Cheikhat Centre Le Sers,مشيخة المركز السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.07,9.02,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0182,Cheikhat Nord Le Sers,مشيخة الشمال السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.12,9.04,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0183,Cheikhat Sud Le Sers,مشيخة الجنوب السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.02,9.0,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0184,Cheikhat Est Le Sers,مشيخة الشرق السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.09,9.08,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0185,Cheikhat Ouest Le Sers,مشيخة الغرب السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.05,8.96,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0186,Cheikhat Oulad Mansour Le Sers,مشيخة أولاد منصور السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.14,8.98,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0187,Cheikhat Oulad Ali Le Sers,مشيخة أولاد علي السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.01,9.07,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0188,Cheikhat Oulad Salem Le Sers,مشيخة أولاد سالم السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.1,8.94,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0189,Cheikhat Beni Zid Le Sers,مشيخة بني زيد السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,35.99,9.05,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0190,Cheikhat El Ksar Le Sers,مشيخة القصر السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.08,9.0,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0191,Cheikhat Zaouia Le Sers,مشيخة الزاوية السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.04,9.06,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0192,Cheikhat Henchir El Bey Le Sers,مشيخة هنشير الباي السرس,Caïdat de LE_KEF,TN_CC_LE_KEF,HSU_SERS,North-West,36.11,9.09,Feuille Le Sers (SGA No. 405),Soumis au Kanoun et à l'Achour
CH_0193,Cheikhat Centre Grombalia,مشيخة المركز قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.6,10.5,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0194,Cheikhat Nord Grombalia,مشيخة الشمال قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.65,10.52,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0195,Cheikhat Sud Grombalia,مشيخة الجنوب قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.55,10.48,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0196,Cheikhat Est Grombalia,مشيخة الشرق قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.62,10.56,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0197,Cheikhat Ouest Grombalia,مشيخة الغرب قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.58,10.44,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0198,Cheikhat Oulad Mansour Grombalia,مشيخة أولاد منصور قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.67,10.46,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0199,Cheikhat Oulad Ali Grombalia,مشيخة أولاد علي قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.54,10.55,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0200,Cheikhat Oulad Salem Grombalia,مشيخة أولاد سالم قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.63,10.42,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0201,Cheikhat Beni Zid Grombalia,مشيخة بني زيد قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.52,10.53,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0202,Cheikhat El Ksar Grombalia,مشيخة القصر قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.61,10.48,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0203,Cheikhat Zaouia Grombalia,مشيخة الزاوية قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.57,10.54,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0204,Cheikhat Henchir El Bey Grombalia,مشيخة هنشير الباي قرمبالية,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_CAP_BON,North-East,36.64,10.57,Feuille Grombalia (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0205,Cheikhat Centre Nabeul,مشيخة المركز نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.4561,10.7375,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0206,Cheikhat Nord Nabeul,مشيخة الشمال نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.5061,10.7575,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0207,Cheikhat Sud Nabeul,مشيخة الجنوب نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.4061,10.7175,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0208,Cheikhat Est Nabeul,مشيخة الشرق نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.4761,10.7975,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0209,Cheikhat Ouest Nabeul,مشيخة الغرب نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.4361,10.6775,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0210,Cheikhat Oulad Mansour Nabeul,مشيخة أولاد منصور نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.5261,10.6975,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0211,Cheikhat Oulad Ali Nabeul,مشيخة أولاد علي نابل,Caïdat de GROMBALIA,TN_CC_GROMBALIA,HSU_NABEUL,North-East,36.3961,10.7875,Feuille Nabeul (SGA No. 418),Soumis au Kanoun et à l'Achour
